1|2|1|1|7|0100-0500|200|07/11/2015|08/11/2015|10.0|0|1
1|2|1|2|7|1000-1400|200|07/11/2015|08/11/2015|10.0|0|1
1|2|1|3|1|1800-2200|200|08/11/2015|09/11/2015|10.0|0|1
1|2|1|4|2|1700-2100|200|09/11/2015|10/11/2015|8.0|0|1
1|2|1|5|3|1600-2000|200|10/11/2015|11/11/2015|8.0|0|1
1|2|1|6|4|1210-1610|200|11/11/2015|12/11/2015|8.0|0|1
1|2|1|7|5|1500-1900|200|12/11/2015|13/11/2015|8.0|0|1
1|2|1|8|6|1300-1700|200|13/11/2015|14/11/2015|8.0|0|1
1|2|1|9|7|1210-1610|200|14/11/2015|15/11/2015|10.0|0|1
1|2|1|10|1|1600-2000|200|15/11/2015|16/11/2015|10.0|0|1
1|2|2|12|2|1100-1500|100|16/11/2015|17/11/2015|8.0|0|1
1|2|4|14|7|0100-0500|200|07/11/2015|08/11/2015|10.0|0|2
1|2|4|15|7|1000-1400|200|07/11/2015|08/11/2015|10.0|0|2
1|2|4|16|1|0050-0450|200|08/11/2015|09/11/2015|10.0|0|2
1|2|4|17|2|1700-2100|200|09/11/2015|10/11/2015|8.0|0|2
1|2|4|18|3|1600-2000|200|10/11/2015|11/11/2015|8.0|0|2
1|2|4|19|4|1720-2120|200|11/11/2015|12/11/2015|8.0|0|2
1|2|4|20|5|1500-1900|200|12/11/2015|13/11/2015|8.0|0|2
1|2|4|21|6|1300-1700|200|13/11/2015|14/11/2015|8.0|0|2
1|2|4|22|7|1800-2200|200|14/11/2015|15/11/2015|10.0|0|2
1|2|4|23|1|1600-2000|200|15/11/2015|16/11/2015|10.0|0|2
1|2|4|24|2|1210-1610|200|16/11/2015|17/11/2015|8.0|0|2
1|2|4|25|2|1100-1500|100|16/11/2015|17/11/2015|8.0|0|2
1|2|4|26|2|1700-2100|100|16/11/2015|17/11/2015|8.0|0|2
1|2|7|27|7|0100-0500|200|07/11/2015|08/11/2015|10.0|0|3
1|2|7|28|7|1000-1400|200|07/11/2015|08/11/2015|10.0|0|3
1|2|7|29|1|1800-2200|200|08/11/2015|09/11/2015|10.0|0|3
1|2|7|30|2|1700-2100|200|09/11/2015|10/11/2015|8.0|0|3
1|2|7|31|3|1600-2000|200|10/11/2015|11/11/2015|8.0|0|3
1|2|7|32|4|1210-1610|200|11/11/2015|12/11/2015|8.0|0|3
1|2|7|33|5|1500-1900|200|12/11/2015|13/11/2015|8.0|0|3
1|2|7|34|6|1300-1700|200|13/11/2015|14/11/2015|8.0|0|3
1|2|8|35|7|1210-1610|200|14/11/2015|15/11/2015|10.0|0|3
1|2|8|36|1|1600-2000|200|15/11/2015|16/11/2015|10.0|0|3
1|2|8|38|2|1100-1500|100|16/11/2015|17/11/2015|8.0|0|3
1|2|7|39|2|1700-2100|100|16/11/2015|17/11/2015|8.0|0|3
2|4|1|40|1|0800-1042|200|08/11/2015|09/11/2015|11.5|0|1
2|4|1|41|1|1100-1342|200|08/11/2015|09/11/2015|11.5|0|1
2|4|1|42|1|1400-1642|200|08/11/2015|09/11/2015|11.5|0|1
2|4|1|43|2|0800-1042|200|09/11/2015|10/11/2015|9.5|0|1
2|4|1|44|3|0800-1042|200|10/11/2015|11/11/2015|9.5|0|1
2|4|1|45|4|0800-1042|200|11/11/2015|12/11/2015|9.5|0|1
2|4|1|46|5|0800-1042|200|12/11/2015|13/11/2015|9.5|0|1
2|4|1|47|6|0800-1042|200|13/11/2015|14/11/2015|9.5|0|1
2|4|1|48|7|0800-1042|200|14/11/2015|15/11/2015|11.5|0|1
2|4|1|49|1|0800-1042|200|15/11/2015|16/11/2015|11.5|0|1
2|4|1|50|2|0800-1042|200|16/11/2015|17/11/2015|9.5|0|1
2|4|1|51|3|0800-1042|200|17/11/2015|18/11/2015|9.5|0|1
2|4|4|52|1|0800-1042|200|08/11/2015|09/11/2015|11.5|0|2
2|4|7|53|1|0800-1042|200|08/11/2015|09/11/2015|11.5|0|3
2|4|4|54|1|1100-1342|200|08/11/2015|09/11/2015|11.5|0|2
2|4|7|55|1|1100-1342|200|08/11/2015|09/11/2015|11.5|0|3
2|4|4|56|1|1400-1642|200|08/11/2015|09/11/2015|11.5|0|2
2|4|7|57|1|1400-1642|200|08/11/2015|09/11/2015|11.5|0|3
2|4|4|58|2|0800-1042|200|09/11/2015|10/11/2015|9.5|0|2
2|4|7|59|2|0800-1042|200|09/11/2015|10/11/2015|9.5|0|3
2|4|4|60|3|0800-1042|200|10/11/2015|11/11/2015|9.5|0|2
2|4|7|61|3|0800-1042|200|10/11/2015|11/11/2015|9.5|0|3
2|4|4|62|4|0800-1042|200|11/11/2015|12/11/2015|9.5|0|2
2|4|7|63|4|0800-1042|200|11/11/2015|12/11/2015|9.5|0|3
2|4|4|64|5|0800-1042|200|12/11/2015|13/11/2015|9.5|0|2
2|4|7|65|5|0800-1042|200|12/11/2015|13/11/2015|9.5|0|3
2|4|4|66|6|0800-1042|200|13/11/2015|14/11/2015|9.5|0|2
2|4|7|67|6|0800-1042|200|13/11/2015|14/11/2015|9.5|0|3
2|4|4|68|7|0800-1042|200|14/11/2015|15/11/2015|11.5|0|2
2|4|7|69|7|0800-1042|200|14/11/2015|15/11/2015|11.5|0|3
2|4|4|70|1|0800-1042|200|15/11/2015|16/11/2015|11.5|0|2
2|4|7|71|1|0800-1042|200|15/11/2015|16/11/2015|11.5|0|3
2|4|4|72|2|0800-1042|200|16/11/2015|17/11/2015|9.5|0|2
2|4|7|73|2|0800-1042|200|16/11/2015|17/11/2015|9.5|0|3
2|4|4|74|3|0800-1042|200|17/11/2015|18/11/2015|9.5|0|2
2|4|7|75|3|0800-1042|200|17/11/2015|18/11/2015|9.5|0|3
3|7|2|76|1|1900-2039|100|08/11/2015|09/11/2015|10.0|0|1
3|7|2|77|2|1900-2039|100|09/11/2015|10/11/2015|8.0|0|1
3|7|2|78|3|1900-2039|100|10/11/2015|11/11/2015|8.0|0|1
3|7|2|79|4|1900-2039|100|11/11/2015|12/11/2015|8.0|0|1
3|7|2|80|5|1900-2039|100|12/11/2015|13/11/2015|8.0|0|1
